--- Available filters and text transformations: colorize, debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at http://bit.ly/pio-monitor-filters
, count:160, delta_loop_time: 10, offset_y_cm from origin: 639.29, offset_x_cm for ac: -108.91
send offset to actuator, count:187, delta_loop_time: 10, offset_y_cm from origin: 123.75, offset_x_cm for ac: -104.26
, delta_time_ms: 225send offset to actuator, count:188, delta_loop_time: 11, offset_y_cm from origin: 120.42, offset_x_cm for ac: -104.27
send offset to actuator, count:188, delta_loop_time: 10, offset_y_cm from origin: 120.52, offset_x_cm for ac: -104.24
send offset to actuator, count:188, delta_loop_time: 10, offset_y_cm from origin: 120.62, offset_x_cm for ac: -104.20
send offset to actuator, count:188, delta_loop_time: 10, offset_y_cm from origin: 120.72, offset_x_cm for ac: -104.16
send offset to actuator, count:188, delta_loop_time: 10, offset_y_cm from origin: 120.82, offset_x_cm for ac: -104.13
send offset to actuator, count:188, delta_loop_time: 10, offset_y_cm from origin: 120.92, offset_x_cm for ac: -104.09
send offset to actuator, count:188, delta_loop_time: 10, offset_y_cm from origin: 121.02, offset_x_cm for ac: -104.05
send offset to actuator, count:188, delta_loop_time: 10, offset_y_cm from origin: 121.12, offset_x_cm for ac: -104.02
send offset to actuator, count:188, delta_loop_time: 10, offset_y_cm from origin: 121.22, offset_x_cm for ac: -103.98
send offset to actuator, count:188, delta_loop_time: 10, offset_y_cm from origin: 121.32, offset_x_cm for ac: -103.95
send offset to actuator, count:188, delta_loop_time: 10, offset_y_cm from origin: 121.42, offset_x_cm for ac: -103.91
send offset to actuator, count:188, delta_loop_time: 10, offset_y_cm from origin: 121.52, offset_x_cm for ac: -103.87
send offset to actuator, count:188, delta_loop_time: 10, offset_y_cm from origin: 121.62, offset_x_cm for ac: -103.84
send offset to actuator, count:188, delta_loop_time: 10, offset_y_cm from origin: 121.72, offset_x_cm for ac: -103.80
send offset to actuator, count:188, delta_loop_time: 10, offset_y_cm from origin: 121.82, offset_x_cm for ac: -103.77
send offset to actuator, count:188, delta_loop_time: 10, offset_y_cm from origin: 121.92, offset_x_cm for ac: -103.73
send offset to actuator, count:188, delta_loop_time: 10, offset_y_cm from origin: 122.02, offset_x_cm for ac: -103.70
send offset to actuator, count:188, delta_loop_time: 10, offset_y_cm from origin: 122.12, offset_x_cm for ac: -103.66
send offset to actuator, count:188, delta_loop_time: 10, offset_y_cm from origin: 122.22, offset_x_cm for ac: -103.63
send offset to actuator, count:188, delta_loop_time: 10, offset_y_cm from origin: 122.32, offset_x_cm for ac: -103.59
send offset to actuator, count:188, delta_loop_time: 10, offset_y_cm from origin: 122.42, offset_x_cm for ac: -103.56
send offset to actuator, count:188, delta_loop_time: 10, offset_y_cm from origin: 122.52, offset_x_cm for ac: -103.52
send offset to actuator, count:188, delta_loop_time: 10, offset_y_cm from origin: 122.62, offset_x_cm for ac: -103.49
, delta_time_ms: 216send offset to actuator, count:189, delta_loop_time: 11, offset_y_cm from origin: 115.86, offset_x_cm for ac: -103.56
send offset to actuator, count:189, delta_loop_time: 10, offset_y_cm from origin: 115.96, offset_x_cm for ac: -103.53
send offset to actuator, count:189, delta_loop_time: 10, offset_y_cm from origin: 116.06, offset_x_cm for ac: -103.50
send offset to actuator, count:189, delta_loop_time: 10, offset_y_cm from origin: 116.16, offset_x_cm for ac: -103.47
send offset to actuator, count:189, delta_loop_time: 10, offset_y_cm from origin: 116.26, offset_x_cm for ac: -103.44
send offset to actuator, count:189, delta_loop_time: 10, offset_y_cm from origin: 116.36, offset_x_cm for ac: -103.41
send offset to actuator, count:189, delta_loop_time: 10, offset_y_cm from origin: 116.46, offset_x_cm for ac: -103.38
send offset to actuator, count:189, delta_loop_time: 10, offset_y_cm from origin: 116.56, offset_x_cm for ac: -103.35
send offset to actuator, count:189, delta_loop_time: 10, offset_y_cm from origin: 116.66, offset_x_cm for ac: -103.32
send offset to actuator, count:189, delta_loop_time: 10, offset_y_cm from origin: 116.76, offset_x_cm for ac: -103.29
send offset to actuator, count:189, delta_loop_time: 10, offset_y_cm from origin: 116.86, offset_x_cm for ac: -103.26
send offset to actuator, count:189, delta_loop_time: 10, offset_y_cm from origin: 116.96, offset_x_cm for ac: -103.23
send offset to actuator, count:189, delta_loop_time: 10, offset_y_cm from origin: 117.06, offset_x_cm for ac: -103.20
send offset to actuator, count:189, delta_loop_time: 10, offset_y_cm from origin: 117.16, offset_x_cm for ac: -103.17
send offset to actuator, count:189, delta_loop_time: 10, offset_y_cm from origin: 117.26, offset_x_cm for ac: -103.14
send offset to actuator, count:189, delta_loop_time: 10, offset_y_cm from origin: 117.36, offset_x_cm for ac: -103.11
send offset to actuator, count:189, delta_loop_time: 10, offset_y_cm from origin: 117.46, offset_x_cm for ac: -103.08
send offset to actuator, count:189, delta_loop_time: 10, offset_y_cm from origin: 117.56, offset_x_cm for ac: -103.05
send offset to actuator, count:189, delta_loop_time: 10, offset_y_cm from origin: 117.66, offset_x_cm for ac: -103.02
send offset to actuator, count:189, delta_loop_time: 10, offset_y_cm from origin: 117.76, offset_x_cm for ac: -102.99
send offset to actuator, count:189, delta_loop_time: 10, offset_y_cm from origin: 117.86, offset_x_cm for ac: -102.96
, delta_time_ms: 211send offset to actuator, count:190, delta_loop_time: 11, offset_y_cm from origin: 113.27, offset_x_cm for ac: -103.00
send offset to actuator, count:190, delta_loop_time: 10, offset_y_cm from origin: 113.37, offset_x_cm for ac: -102.97
send offset to actuator, count:190, delta_loop_time: 10, offset_y_cm from origin: 113.47, offset_x_cm for ac: -102.93
send offset to actuator, count:190, delta_loop_time: 10, offset_y_cm from origin: 113.57, offset_x_cm for ac: -102.90
send offset to actuator, count:190, delta_loop_time: 10, offset_y_cm from origin: 113.67, offset_x_cm for ac: -102.87
send offset to actuator, count:190, delta_loop_time: 10, offset_y_cm from origin: 113.77, offset_x_cm for ac: -102.83
send offset to actuator, count:190, delta_loop_time: 10, offset_y_cm from origin: 113.87, offset_x_cm for ac: -102.80
send offset to actuator, count:190, delta_loop_time: 10, offset_y_cm from origin: 113.97, offset_x_cm for ac: -102.77
send offset to actuator, count:190, delta_loop_time: 10, offset_y_cm from origin: 114.07, offset_x_cm for ac: -102.74
send offset to actuator, count:190, delta_loop_time: 10, offset_y_cm from origin: 114.17, offset_x_cm for ac: -102.70
send offset to actuator, count:190, delta_loop_time: 10, offset_y_cm from origin: 114.27, offset_x_cm for ac: -102.67
send offset to actuator, count:190, delta_loop_time: 10, offset_y_cm from origin: 114.37, offset_x_cm for ac: -102.64
send offset to actuator, count:190, delta_loop_time: 10, offset_y_cm from origin: 114.47, offset_x_cm for ac: -102.61
send offset to actuator, count:190, delta_loop_time: 10, offset_y_cm from origin: 114.57, offset_x_cm for ac: -102.57
send offset to actuator, count:190, delta_loop_time: 10, offset_y_cm from origin: 114.67, offset_x_cm for ac: -102.54
send offset to actuator, count:190, delta_loop_time: 10, offset_y_cm from origin: 114.77, offset_x_cm for ac: -102.51
send offset to actuator, count:190, delta_loop_time: 10, offset_y_cm from origin: 114.87, offset_x_cm for ac: -102.48
send offset to actuator, count:190, delta_loop_time: 10, offset_y_cm from origin: 114.97, offset_x_cm for ac: -102.44
send offset to actuator, count:190, delta_loop_time: 10, offset_y_cm from origin: 115.07, offset_x_cm for ac: -102.41
send offset to actuator, count:190, delta_loop_time: 10, offset_y_cm from origin: 115.17, offset_x_cm for ac: -102.38
send offset to actuator, count:190, delta_loop_time: 10, offset_y_cm from origin: 115.27, offset_x_cm for ac: -102.35
send offset to actuator, count:190, delta_loop_time: 10, offset_y_cm from origin: 115.37, offset_x_cm for ac: -102.32
, delta_time_ms: 214send offset to actuator, count:191, delta_loop_time: 11, offset_y_cm from origin: 114.59, offset_x_cm for ac: -102.29
send offset to actuator, count:191, delta_loop_time: 10, offset_y_cm from origin: 114.69, offset_x_cm for ac: -102.26
send offset to actuator, count:191, delta_loop_time: 10, offset_y_cm from origin: 114.79, offset_x_cm for ac: -102.22
send offset to actuator, count:191, delta_loop_time: 10, offset_y_cm from origin: 114.89, offset_x_cm for ac: -102.19
send offset to actuator, count:191, delta_loop_time: 10, offset_y_cm from origin: 114.99, offset_x_cm for ac: -102.15
send offset to actuator, count:191, delta_loop_time: 10, offset_y_cm from origin: 115.09, offset_x_cm for ac: -102.12
send offset to actuator, count:191, delta_loop_time: 10, offset_y_cm from origin: 115.19, offset_x_cm for ac: -102.08
send offset to actuator, count:191, delta_loop_time: 10, offset_y_cm from origin: 115.29, offset_x_cm for ac: -102.05
send offset to actuator, count:191, delta_loop_time: 10, offset_y_cm from origin: 115.39, offset_x_cm for ac: -102.01
send offset to actuator, count:191, delta_loop_time: 10, offset_y_cm from origin: 115.49, offset_x_cm for ac: -101.98
send offset to actuator, count:191, delta_loop_time: 10, offset_y_cm from origin: 115.59, offset_x_cm for ac: -101.95
send offset to actuator, count:191, delta_loop_time: 10, offset_y_cm from origin: 115.69, offset_x_cm for ac: -101.91
send offset to actuator, count:191, delta_loop_time: 10, offset_y_cm from origin: 115.79, offset_x_cm for ac: -101.88
send offset to actuator, count:191, delta_loop_time: 10, offset_y_cm from origin: 115.89, offset_x_cm for ac: -101.84
send offset to actuator, count:191, delta_loop_time: 10, offset_y_cm from origin: 115.99, offset_x_cm for ac: -101.81
send offset to actuator, count:191, delta_loop_time: 10, offset_y_cm from origin: 116.09, offset_x_cm for ac: -101.78
send offset to actuator, count:191, delta_loop_time: 10, offset_y_cm from origin: 116.19, offset_x_cm for ac: -101.74
send offset to actuator, count:191, delta_loop_time: 10, offset_y_cm from origin: 116.29, offset_x_cm for ac: -101.71
send offset to actuator, count:191, delta_loop_time: 10, offset_y_cm from origin: 116.39, offset_x_cm for ac: -101.67
send offset to actuator, count:191, delta_loop_time: 10, offset_y_cm from origin: 116.49, offset_x_cm for ac: -101.64
send offset to actuator, count:191, delta_loop_time: 10, offset_y_cm from origin: 116.59, offset_x_cm for ac: -101.61
send offset to actuator, count:191, delta_loop_time: 10, offset_y_cm from origin: 116.69, offset_x_cm for ac: -101.57
, delta_time_ms: 213send offset to actuator, count:192, delta_loop_time: 11, offset_y_cm from origin: 113.94, offset_x_cm for ac: -101.59
send offset to actuator, count:192, delta_loop_time: 10, offset_y_cm from origin: 114.04, offset_x_cm for ac: -101.56
send offset to actuator, count:192, delta_loop_time: 10, offset_y_cm from origin: 114.14, offset_x_cm for ac: -101.53
send offset to actuator, count:192, delta_loop_time: 10, offset_y_cm from origin: 114.24, offset_x_cm for ac: -101.50
send offset to actuator, count:192, delta_loop_time: 10, offset_y_cm from origin: 114.34, offset_x_cm for ac: -101.47
send offset to actuator, count:192, delta_loop_time: 10, offset_y_cm from origin: 114.44, offset_x_cm for ac: -101.44
send offset to actuator, count:192, delta_loop_time: 10, offset_y_cm from origin: 114.54, offset_x_cm for ac: -101.41
send offset to actuator, count:192, delta_loop_time: 10, offset_y_cm from origin: 114.64, offset_x_cm for ac: -101.38
send offset to actuator, count:192, delta_loop_time: 10, offset_y_cm from origin: 114.74, offset_x_cm for ac: -101.36
send offset to actuator, count:192, delta_loop_time: 10, offset_y_cm from origin: 114.84, offset_x_cm for ac: -101.33
send offset to actuator, count:192, delta_loop_time: 10, offset_y_cm from origin: 114.94, offset_x_cm for ac: -101.30
send offset to actuator, count:192, delta_loop_time: 10, offset_y_cm from origin: 115.04, offset_x_cm for ac: -101.27
send offset to actuator, count:192, delta_loop_time: 10, offset_y_cm from origin: 115.14, offset_x_cm for ac: -101.24
send offset to actuator, count:192, delta_loop_time: 10, offset_y_cm from origin: 115.24, offset_x_cm for ac: -101.22
send offset to actuator, count:192, delta_loop_time: 10, offset_y_cm from origin: 115.34, offset_x_cm for ac: -101.19
send offset to actuator, count:192, delta_loop_time: 10, offset_y_cm from origin: 115.44, offset_x_cm for ac: -101.16
send offset to actuator, count:192, delta_loop_time: 10, offset_y_cm from origin: 115.54, offset_x_cm for ac: -101.13
send offset to actuator, count:192, delta_loop_time: 10, offset_y_cm from origin: 115.64, offset_x_cm for ac: -101.10
send offset to actuator, count:192, delta_loop_time: 10, offset_y_cm from origin: 115.74, offset_x_cm for ac: -101.08
send offset to actuator, count:192, delta_loop_time: 10, offset_y_cm from origin: 115.84, offset_x_cm for ac: -101.05
send offset to actuator, count:192, delta_loop_time: 10, offset_y_cm from origin: 115.94, offset_x_cm for ac: -101.02
send offset to actuator, count:192, delta_loop_time: 10, offset_y_cm from origin: 116.04, offset_x_cm for ac: -100.99
, delta_time_ms: 209send offset to actuator, count:193, delta_loop_time: 11, offset_y_cm from origin: 111.84, offset_x_cm for ac: -101.02
send offset to actuator, count:193, delta_loop_time: 10, offset_y_cm from origin: 111.94, offset_x_cm for ac: -100.99
send offset to actuator, count:193, delta_loop_time: 10, offset_y_cm from origin: 112.04, offset_x_cm for ac: -100.95
send offset to actuator, count:193, delta_loop_time: 10, offset_y_cm from origin: 112.14, offset_x_cm for ac: -100.92
send offset to actuator, count:193, delta_loop_time: 10, offset_y_cm from origin: 112.24, offset_x_cm for ac: -100.89
send offset to actuator, count:193, delta_loop_time: 10, offset_y_cm from origin: 112.34, offset_x_cm for ac: -100.85
send offset to actuator, count:193, delta_loop_time: 10, offset_y_cm from origin: 112.44, offset_x_cm for ac: -100.82
send offset to actuator, count:193, delta_loop_time: 10, offset_y_cm from origin: 112.54, offset_x_cm for ac: -100.79
send offset to actuator, count:193, delta_loop_time: 10, offset_y_cm from origin: 112.64, offset_x_cm for ac: -100.75
send offset to actuator, count:193, delta_loop_time: 10, offset_y_cm from origin: 112.74, offset_x_cm for ac: -100.72
send offset to actuator, count:193, delta_loop_time: 10, offset_y_cm from origin: 112.84, offset_x_cm for ac: -100.69
send offset to actuator, count:193, delta_loop_time: 10, offset_y_cm from origin: 112.94, offset_x_cm for ac: -100.66
send offset to actuator, count:193, delta_loop_time: 10, offset_y_cm from origin: 113.04, offset_x_cm for ac: -100.62
send offset to actuator, count:193, delta_loop_time: 10, offset_y_cm from origin: 113.14, offset_x_cm for ac: -100.59
send offset to actuator, count:193, delta_loop_time: 10, offset_y_cm from origin: 113.24, offset_x_cm for ac: -100.56
send offset to actuator, count:193, delta_loop_time: 10, offset_y_cm from origin: 113.34, offset_x_cm for ac: -100.53
send offset to actuator, count:193, delta_loop_time: 10, offset_y_cm from origin: 113.44, offset_x_cm for ac: -100.49
send offset to actuator, count:193, delta_loop_time: 10, offset_y_cm from origin: 113.54, offset_x_cm for ac: -100.46
send offset to actuator, count:193, delta_loop_time: 10, offset_y_cm from origin: 113.64, offset_x_cm for ac: -100.43
send offset to actuator, count:193, delta_loop_time: 10, offset_y_cm from origin: 113.74, offset_x_cm for ac: -100.40
send offset to actuator, count:193, delta_loop_time: 10, offset_y_cm from origin: 113.84, offset_x_cm for ac: -100.37
send offset to actuator, count:193, delta_loop_time: 10, offset_y_cm from origin: 113.94, offset_x_cm for ac: -100.33
, delta_time_ms: 214send offset to actuator, count:194, delta_loop_time: 11, offset_y_cm from origin: 114.11, offset_x_cm for ac: -100.30
send offset to actuator, count:194, delta_loop_time: 10, offset_y_cm from origin: 114.21, offset_x_cm for ac: -100.26
send offset to actuator, count:194, delta_loop_time: 10, offset_y_cm from origin: 114.31, offset_x_cm for ac: -100.23
send offset to actuator, count:194, delta_loop_time: 10, offset_y_cm from origin: 114.41, offset_x_cm for ac: -100.20
send offset to actuator, count:194, delta_loop_time: 10, offset_y_cm from origin: 114.51, offset_x_cm for ac: -100.16
send offset to actuator, count:194, delta_loop_time: 10, offset_y_cm from origin: 114.61, offset_x_cm for ac: -100.13
send offset to actuator, count:194, delta_loop_time: 10, offset_y_cm from origin: 114.71, offset_x_cm for ac: -100.10
send offset to actuator, count:194, delta_loop_time: 10, offset_y_cm from origin: 114.81, offset_x_cm for ac: -100.06
send offset to actuator, count:194, delta_loop_time: 10, offset_y_cm from origin: 114.91, offset_x_cm for ac: -100.03
send offset to actuator, count:194, delta_loop_time: 10, offset_y_cm from origin: 115.01, offset_x_cm for ac: -100.00
send offset to actuator, count:194, delta_loop_time: 10, offset_y_cm from origin: 115.11, offset_x_cm for ac: -99.97
send offset to actuator, count:194, delta_loop_time: 10, offset_y_cm from origin: 115.21, offset_x_cm for ac: -99.93
send offset to actuator, count:194, delta_loop_time: 10, offset_y_cm from origin: 115.31, offset_x_cm for ac: -99.90
send offset to actuator, count:194, delta_loop_time: 10, offset_y_cm from origin: 115.41, offset_x_cm for ac: -99.87
send offset to actuator, count:194, delta_loop_time: 10, offset_y_cm from origin: 115.51, offset_x_cm for ac: -99.84
send offset to actuator, count:194, delta_loop_time: 10, offset_y_cm from origin: 115.61, offset_x_cm for ac: -99.80
send offset to actuator, count:194, delta_loop_time: 10, offset_y_cm from origin: 115.71, offset_x_cm for ac: -99.77
send offset to actuator, count:194, delta_loop_time: 10, offset_y_cm from origin: 115.81, offset_x_cm for ac: -99.74
send offset to actuator, count:194, delta_loop_time: 10, offset_y_cm from origin: 115.91, offset_x_cm for ac: -99.71
send offset to actuator, count:194, delta_loop_time: 10, offset_y_cm from origin: 116.01, offset_x_cm for ac: -99.67
send offset to actuator, count:194, delta_loop_time: 10, offset_y_cm from origin: 116.11, offset_x_cm for ac: -99.64
, delta_time_ms: 212send offset to actuator, count:195, delta_loop_time: 11, offset_y_cm from origin: 112.97, offset_x_cm for ac: -99.65
send offset to actuator, count:195, delta_loop_time: 10, offset_y_cm from origin: 113.07, offset_x_cm for ac: -99.62
send offset to actuator, count:195, delta_loop_time: 10, offset_y_cm from origin: 113.17, offset_x_cm for ac: -99.59
send offset to actuator, count:195, delta_loop_time: 10, offset_y_cm from origin: 113.27, offset_x_cm for ac: -99.56
send offset to actuator, count:195, delta_loop_time: 10, offset_y_cm from origin: 113.37, offset_x_cm for ac: -99.53
send offset to actuator, count:195, delta_loop_time: 10, offset_y_cm from origin: 113.47, offset_x_cm for ac: -99.50
send offset to actuator, count:195, delta_loop_time: 10, offset_y_cm from origin: 113.57, offset_x_cm for ac: -99.47
send offset to actuator, count:195, delta_loop_time: 10, offset_y_cm from origin: 113.67, offset_x_cm for ac: -99.44
send offset to actuator, count:195, delta_loop_time: 10, offset_y_cm from origin: 113.77, offset_x_cm for ac: -99.41
send offset to actuator, count:195, delta_loop_time: 10, offset_y_cm from origin: 113.87, offset_x_cm for ac: -99.38
send offset to actuator, count:195, delta_loop_time: 10, offset_y_cm from origin: 113.97, offset_x_cm for ac: -99.35
send offset to actuator, count:195, delta_loop_time: 10, offset_y_cm from origin: 114.07, offset_x_cm for ac: -99.32
send offset to actuator, count:195, delta_loop_time: 10, offset_y_cm from origin: 114.17, offset_x_cm for ac: -99.29
send offset to actuator, count:195, delta_loop_time: 10, offset_y_cm from origin: 114.27, offset_x_cm for ac: -99.26
send offset to actuator, count:195, delta_loop_time: 10, offset_y_cm from origin: 114.37, offset_x_cm for ac: -99.23
send offset to actuator, count:195, delta_loop_time: 10, offset_y_cm from origin: 114.47, offset_x_cm for ac: -99.20
send offset to actuator, count:195, delta_loop_time: 10, offset_y_cm from origin: 114.57, offset_x_cm for ac: -99.17
send offset to actuator, count:195, delta_loop_time: 10, offset_y_cm from origin: 114.67, offset_x_cm for ac: -99.14
send offset to actuator, count:195, delta_loop_time: 10, offset_y_cm from origin: 114.77, offset_x_cm for ac: -99.11
send offset to actuator, count:195, delta_loop_time: 10, offset_y_cm from origin: 114.87, offset_x_cm for ac: -99.08
send offset to actuator, count:195, delta_loop_time: 10, offset_y_cm from origin: 114.97, offset_x_cm for ac: -99.05
send offset to actuator, count:195, delta_loop_time: 10, offset_y_cm from origin: 115.07, offset_x_cm for ac: -99.03
send offset to actuator, count:195, delta_loop_time: 10, offset_y_cm from origin: 115.17, offset_x_cm for ac: -99.00
, delta_time_ms: 216send offset to actuator, count:196, delta_loop_time: 11, offset_y_cm from origin: 114.75, offset_x_cm for ac: -98.97
send offset to actuator, count:196, delta_loop_time: 10, offset_y_cm from origin: 114.85, offset_x_cm for ac: -98.95
send offset to actuator, count:196, delta_loop_time: 10, offset_y_cm from origin: 114.95, offset_x_cm for ac: -98.92
send offset to actuator, count:196, delta_loop_time: 10, offset_y_cm from origin: 115.05, offset_x_cm for ac: -98.89
send offset to actuator, count:196, delta_loop_time: 10, offset_y_cm from origin: 115.15, offset_x_cm for ac: -98.86
send offset to actuator, count:196, delta_loop_time: 10, offset_y_cm from origin: 115.25, offset_x_cm for ac: -98.83
send offset to actuator, count:196, delta_loop_time: 10, offset_y_cm from origin: 115.35, offset_x_cm for ac: -98.81
send offset to actuator, count:196, delta_loop_time: 10, offset_y_cm from origin: 115.45, offset_x_cm for ac: -98.78
send offset to actuator, count:196, delta_loop_time: 10, offset_y_cm from origin: 115.55, offset_x_cm for ac: -98.75
send offset to actuator, count:196, delta_loop_time: 10, offset_y_cm from origin: 115.65, offset_x_cm for ac: -98.73
send offset to actuator, count:196, delta_loop_time: 10, offset_y_cm from origin: 115.75, offset_x_cm for ac: -98.70
send offset to actuator, count:196, delta_loop_time: 10, offset_y_cm from origin: 115.85, offset_x_cm for ac: -98.67
send offset to actuator, count:196, delta_loop_time: 10, offset_y_cm from origin: 115.95, offset_x_cm for ac: -98.64
send offset to actuator, count:196, delta_loop_time: 10, offset_y_cm from origin: 116.05, offset_x_cm for ac: -98.62
send offset to actuator, count:196, delta_loop_time: 10, offset_y_cm from origin: 116.15, offset_x_cm for ac: -98.59
send offset to actuator, count:196, delta_loop_time: 10, offset_y_cm from origin: 116.25, offset_x_cm for ac: -98.56
send offset to actuator, count:196, delta_loop_time: 10, offset_y_cm from origin: 116.35, offset_x_cm for ac: -98.54
send offset to actuator, count:196, delta_loop_time: 10, offset_y_cm from origin: 116.45, offset_x_cm for ac: -98.51
send offset to actuator, count:196, delta_loop_time: 10, offset_y_cm from origin: 116.55, offset_x_cm for ac: -98.48
send offset to actuator, count:196, delta_loop_time: 10, offset_y_cm from origin: 116.65, offset_x_cm for ac: -98.46
send offset to actuator, count:196, delta_loop_time: 10, offset_y_cm from origin: 116.75, offset_x_cm for ac: -98.43
send offset to actuator, count:196, delta_loop_time: 10, offset_y_cm from origin: 116.85, offset_x_cm for ac: -98.40
, delta_time_ms: 213send offset to actuator, count:197, delta_loop_time: 11, offset_y_cm from origin: 113.11, offset_x_cm for ac: -98.42
send offset to actuator, count:197, delta_loop_time: 10, offset_y_cm from origin: 113.21, offset_x_cm for ac: -98.39
send offset to actuator, count:197, delta_loop_time: 10, offset_y_cm from origin: 113.31, offset_x_cm for ac: -98.36
send offset to actuator, count:197, delta_loop_time: 10, offset_y_cm from origin: 113.41, offset_x_cm for ac: -98.33
send offset to actuator, count:197, delta_loop_time: 10, offset_y_cm from origin: 113.51, offset_x_cm for ac: -98.30
send offset to actuator, count:197, delta_loop_time: 10, offset_y_cm from origin: 113.61, offset_x_cm for ac: -98.28
send offset to actuator, count:197, delta_loop_time: 10, offset_y_cm from origin: 113.71, offset_x_cm for ac: -98.25
send offset to actuator, count:197, delta_loop_time: 10, offset_y_cm from origin: 113.81, offset_x_cm for ac: -98.22
send offset to actuator, count:197, delta_loop_time: 10, offset_y_cm from origin: 113.91, offset_x_cm for ac: -98.19
send offset to actuator, count:197, delta_loop_time: 10, offset_y_cm from origin: 114.01, offset_x_cm for ac: -98.16
send offset to actuator, count:197, delta_loop_time: 10, offset_y_cm from origin: 114.11, offset_x_cm for ac: -98.13
send offset to actuator, count:197, delta_loop_time: 10, offset_y_cm from origin: 114.21, offset_x_cm for ac: -98.10
send offset to actuator, count:197, delta_loop_time: 10, offset_y_cm from origin: 114.31, offset_x_cm for ac: -98.08
send offset to actuator, count:197, delta_loop_time: 10, offset_y_cm from origin: 114.41, offset_x_cm for ac: -98.05
send offset to actuator, count:197, delta_loop_time: 10, offset_y_cm from origin: 114.51, offset_x_cm for ac: -98.02
send offset to actuator, count:197, delta_loop_time: 10, offset_y_cm from origin: 114.61, offset_x_cm for ac: -97.99
send offset to actuator, count:197, delta_loop_time: 10, offset_y_cm from origin: 114.71, offset_x_cm for ac: -97.96
send offset to actuator, count:197, delta_loop_time: 10, offset_y_cm from origin: 114.81, offset_x_cm for ac: -97.94
send offset to actuator, count:197, delta_loop_time: 10, offset_y_cm from origin: 114.91, offset_x_cm for ac: -97.91
send offset to actuator, count:197, delta_loop_time: 10, offset_y_cm from origin: 115.01, offset_x_cm for ac: -97.88
send offset to actuator, count:197, delta_loop_time: 10, offset_y_cm from origin: 115.11, offset_x_cm for ac: -97.85
send offset to actuator, count:197, delta_loop_time: 10, offset_y_cm from origin: 115.21, offset_x_cm for ac: -97.83
, delta_time_ms: 214send offset to actuator, count:198, delta_loop_time: 11, offset_y_cm from origin: 113.42, offset_x_cm for ac: -97.82
send offset to actuator, count:198, delta_loop_time: 10, offset_y_cm from origin: 113.52, offset_x_cm for ac: -97.79
send offset to actuator, count:198, delta_loop_time: 10, offset_y_cm from origin: 113.62, offset_x_cm for ac: -97.77
send offset to actuator, count:198, delta_loop_time: 10, offset_y_cm from origin: 113.72, offset_x_cm for ac: -97.74
send offset to actuator, count:198, delta_loop_time: 10, offset_y_cm from origin: 113.82, offset_x_cm for ac: -97.72
send offset to actuator, count:198, delta_loop_time: 10, offset_y_cm from origin: 113.92, offset_x_cm for ac: -97.69
send offset to actuator, count:198, delta_loop_time: 10, offset_y_cm from origin: 114.02, offset_x_cm for ac: -97.67
send offset to actuator, count:198, delta_loop_time: 10, offset_y_cm from origin: 114.12, offset_x_cm for ac: -97.64
send offset to actuator, count:198, delta_loop_time: 10, offset_y_cm from origin: 114.22, offset_x_cm for ac: -97.62
send offset to actuator, count:198, delta_loop_time: 10, offset_y_cm from origin: 114.32, offset_x_cm for ac: -97.59
send offset to actuator, count:198, delta_loop_time: 10, offset_y_cm from origin: 114.42, offset_x_cm for ac: -97.57
send offset to actuator, count:198, delta_loop_time: 10, offset_y_cm from origin: 114.52, offset_x_cm for ac: -97.54
send offset to actuator, count:198, delta_loop_time: 10, offset_y_cm from origin: 114.62, offset_x_cm for ac: -97.52
send offset to actuator, count:198, delta_loop_time: 10, offset_y_cm from origin: 114.72, offset_x_cm for ac: -97.49
send offset to actuator, count:198, delta_loop_time: 10, offset_y_cm from origin: 114.82, offset_x_cm for ac: -97.47
send offset to actuator, count:198, delta_loop_time: 10, offset_y_cm from origin: 114.92, offset_x_cm for ac: -97.44
send offset to actuator, count:198, delta_loop_time: 10, offset_y_cm from origin: 115.02, offset_x_cm for ac: -97.42
send offset to actuator, count:198, delta_loop_time: 10, offset_y_cm from origin: 115.12, offset_x_cm for ac: -97.39
send offset to actuator, count:198, delta_loop_time: 10, offset_y_cm from origin: 115.22, offset_x_cm for ac: -97.37
send offset to actuator, count:198, delta_loop_time: 10, offset_y_cm from origin: 115.32, offset_x_cm for ac: -97.34
send offset to actuator, count:198, delta_loop_time: 10, offset_y_cm from origin: 115.42, offset_x_cm for ac: -97.32
send offset to actuator, count:198, delta_loop_time: 10, offset_y_cm from origin: 115.52, offset_x_cm for ac: -97.29
, delta_time_ms: 215send offset to actuator, count:199, delta_loop_time: 11, offset_y_cm from origin: 113.72, offset_x_cm for ac: -97.29
send offset to actuator, count:199, delta_loop_time: 10, offset_y_cm from origin: 113.82, offset_x_cm for ac: -97.26
send offset to actuator, count:199, delta_loop_time: 10, offset_y_cm from origin: 113.92, offset_x_cm for ac: -97.23
send offset to actuator, count:199, delta_loop_time: 10, offset_y_cm from origin: 114.02, offset_x_cm for ac: -97.21
send offset to actuator, count:199, delta_loop_time: 10, offset_y_cm from origin: 114.12, offset_x_cm for ac: -97.18
send offset to actuator, count:199, delta_loop_time: 10, offset_y_cm from origin: 114.22, offset_x_cm for ac: -97.16
