--- Available filters and text transformations: colorize, debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at http://bit.ly/pio-monitor-filters
, count:16, delta_loop_time: 10, offset_y_cm from origin: 29.48, offset_x_cm for ac: -54.47
send offset to actuator, count:175, delta_loop_time: 10, offset_y_cm from origin: 95.06, offset_x_cm for ac: -53.33
send offset to actuator, count:175, delta_loop_time: 10, offset_y_cm from origin: 95.16, offset_x_cm for ac: -53.30
send offset to actuator, count:175, delta_loop_time: 10, offset_y_cm from origin: 95.26, offset_x_cm for ac: -53.27
send offset to actuator, count:175, delta_loop_time: 10, offset_y_cm from origin: 95.36, offset_x_cm for ac: -53.24
send offset to actuator, count:175, delta_loop_time: 10, offset_y_cm from origin: 95.46, offset_x_cm for ac: -53.21
send offset to actuator, count:175, delta_loop_time: 10, offset_y_cm from origin: 95.56, offset_x_cm for ac: -53.18
send offset to actuator, count:175, delta_loop_time: 10, offset_y_cm from origin: 95.66, offset_x_cm for ac: -53.16
send offset to actuator, count:175, delta_loop_time: 10, offset_y_cm from origin: 95.76, offset_x_cm for ac: -53.13
send offset to actuator, count:175, delta_loop_time: 10, offset_y_cm from origin: 95.86, offset_x_cm for ac: -53.10
send offset to actuator, count:175, delta_loop_time: 10, offset_y_cm from origin: 95.96, offset_x_cm for ac: -53.07
send offset to actuator, count:175, delta_loop_time: 10, offset_y_cm from origin: 96.06, offset_x_cm for ac: -53.04
send offset to actuator, count:175, delta_loop_time: 10, offset_y_cm from origin: 96.16, offset_x_cm for ac: -53.01
send offset to actuator, count:175, delta_loop_time: 10, offset_y_cm from origin: 96.26, offset_x_cm for ac: -52.98
send offset to actuator, count:176, delta_loop_time: 11, offset_y_cm from origin: 94.23, offset_x_cm for ac: -52.90
send offset to actuator, count:176, delta_loop_time: 10, offset_y_cm from origin: 94.33, offset_x_cm for ac: -52.87
send offset to actuator, count:176, delta_loop_time: 10, offset_y_cm from origin: 94.43, offset_x_cm for ac: -52.85
send offset to actuator, count:176, delta_loop_time: 10, offset_y_cm from origin: 94.53, offset_x_cm for ac: -52.82
send offset to actuator, count:176, delta_loop_time: 10, offset_y_cm from origin: 94.63, offset_x_cm for ac: -52.80
send offset to actuator, count:176, delta_loop_time: 10, offset_y_cm from origin: 94.73, offset_x_cm for ac: -52.77
send offset to actuator, count:176, delta_loop_time: 10, offset_y_cm from origin: 94.83, offset_x_cm for ac: -52.75
send offset to actuator, count:176, delta_loop_time: 10, offset_y_cm from origin: 94.93, offset_x_cm for ac: -52.73
send offset to actuator, count:176, delta_loop_time: 10, offset_y_cm from origin: 95.03, offset_x_cm for ac: -52.70
send offset to actuator, count:176, delta_loop_time: 10, offset_y_cm from origin: 95.13, offset_x_cm for ac: -52.68
send offset to actuator, count:176, delta_loop_time: 10, offset_y_cm from origin: 95.23, offset_x_cm for ac: -52.65
send offset to actuator, count:176, delta_loop_time: 10, offset_y_cm from origin: 95.33, offset_x_cm for ac: -52.63
send offset to actuator, count:176, delta_loop_time: 10, offset_y_cm from origin: 95.43, offset_x_cm for ac: -52.61
send offset to actuator, count:176, delta_loop_time: 10, offset_y_cm from origin: 95.53, offset_x_cm for ac: -52.58
send offset to actuator, count:177, delta_loop_time: 11, offset_y_cm from origin: 93.49, offset_x_cm for ac: -52.49
send offset to actuator, count:177, delta_loop_time: 10, offset_y_cm from origin: 93.59, offset_x_cm for ac: -52.47
send offset to actuator, count:177, delta_loop_time: 10, offset_y_cm from origin: 93.69, offset_x_cm for ac: -52.44
send offset to actuator, count:177, delta_loop_time: 10, offset_y_cm from origin: 93.79, offset_x_cm for ac: -52.42
send offset to actuator, count:177, delta_loop_time: 10, offset_y_cm from origin: 93.89, offset_x_cm for ac: -52.39
send offset to actuator, count:177, delta_loop_time: 10, offset_y_cm from origin: 93.99, offset_x_cm for ac: -52.37
send offset to actuator, count:177, delta_loop_time: 10, offset_y_cm from origin: 94.09, offset_x_cm for ac: -52.34
send offset to actuator, count:177, delta_loop_time: 10, offset_y_cm from origin: 94.19, offset_x_cm for ac: -52.31
send offset to actuator, count:177, delta_loop_time: 10, offset_y_cm from origin: 94.29, offset_x_cm for ac: -52.29
send offset to actuator, count:177, delta_loop_time: 10, offset_y_cm from origin: 94.39, offset_x_cm for ac: -52.26
send offset to actuator, count:177, delta_loop_time: 10, offset_y_cm from origin: 94.49, offset_x_cm for ac: -52.24
send offset to actuator, count:177, delta_loop_time: 10, offset_y_cm from origin: 94.59, offset_x_cm for ac: -52.21
send offset to actuator, count:177, delta_loop_time: 10, offset_y_cm from origin: 94.69, offset_x_cm for ac: -52.19
send offset to actuator, count:177, delta_loop_time: 10, offset_y_cm from origin: 94.79, offset_x_cm for ac: -52.16
send offset to actuator, count:178, delta_loop_time: 11, offset_y_cm from origin: 92.75, offset_x_cm for ac: -52.08
send offset to actuator, count:178, delta_loop_time: 10, offset_y_cm from origin: 92.85, offset_x_cm for ac: -52.05
send offset to actuator, count:178, delta_loop_time: 10, offset_y_cm from origin: 92.95, offset_x_cm for ac: -52.03
send offset to actuator, count:178, delta_loop_time: 10, offset_y_cm from origin: 93.05, offset_x_cm for ac: -52.00
send offset to actuator, count:178, delta_loop_time: 10, offset_y_cm from origin: 93.15, offset_x_cm for ac: -51.98
send offset to actuator, count:178, delta_loop_time: 10, offset_y_cm from origin: 93.25, offset_x_cm for ac: -51.95
send offset to actuator, count:178, delta_loop_time: 10, offset_y_cm from origin: 93.35, offset_x_cm for ac: -51.93
send offset to actuator, count:178, delta_loop_time: 10, offset_y_cm from origin: 93.45, offset_x_cm for ac: -51.91
send offset to actuator, count:178, delta_loop_time: 10, offset_y_cm from origin: 93.55, offset_x_cm for ac: -51.88
send offset to actuator, count:178, delta_loop_time: 10, offset_y_cm from origin: 93.65, offset_x_cm for ac: -51.86
send offset to actuator, count:178, delta_loop_time: 10, offset_y_cm from origin: 93.75, offset_x_cm for ac: -51.84
send offset to actuator, count:178, delta_loop_time: 10, offset_y_cm from origin: 93.85, offset_x_cm for ac: -51.81
send offset to actuator, count:178, delta_loop_time: 10, offset_y_cm from origin: 93.95, offset_x_cm for ac: -51.79
send offset to actuator, count:179, delta_loop_time: 11, offset_y_cm from origin: 92.00, offset_x_cm for ac: -51.70
send offset to actuator, count:179, delta_loop_time: 10, offset_y_cm from origin: 92.10, offset_x_cm for ac: -51.67
send offset to actuator, count:179, delta_loop_time: 10, offset_y_cm from origin: 92.20, offset_x_cm for ac: -51.64
send offset to actuator, count:179, delta_loop_time: 10, offset_y_cm from origin: 92.30, offset_x_cm for ac: -51.61
send offset to actuator, count:179, delta_loop_time: 10, offset_y_cm from origin: 92.40, offset_x_cm for ac: -51.58
send offset to actuator, count:179, delta_loop_time: 10, offset_y_cm from origin: 92.50, offset_x_cm for ac: -51.55
send offset to actuator, count:179, delta_loop_time: 10, offset_y_cm from origin: 92.60, offset_x_cm for ac: -51.52
send offset to actuator, count:179, delta_loop_time: 10, offset_y_cm from origin: 92.70, offset_x_cm for ac: -51.49
send offset to actuator, count:179, delta_loop_time: 10, offset_y_cm from origin: 92.80, offset_x_cm for ac: -51.46
send offset to actuator, count:179, delta_loop_time: 10, offset_y_cm from origin: 92.90, offset_x_cm for ac: -51.43
send offset to actuator, count:179, delta_loop_time: 10, offset_y_cm from origin: 93.00, offset_x_cm for ac: -51.40
send offset to actuator, count:179, delta_loop_time: 10, offset_y_cm from origin: 93.10, offset_x_cm for ac: -51.37
send offset to actuator, count:179, delta_loop_time: 10, offset_y_cm from origin: 93.20, offset_x_cm for ac: -51.34
send offset to actuator, count:179, delta_loop_time: 10, offset_y_cm from origin: 93.30, offset_x_cm for ac: -51.31
send offset to actuator, count:180, delta_loop_time: 11, offset_y_cm from origin: 91.83, offset_x_cm for ac: -51.24
send offset to actuator, count:180, delta_loop_time: 10, offset_y_cm from origin: 91.93, offset_x_cm for ac: -51.22
send offset to actuator, count:180, delta_loop_time: 10, offset_y_cm from origin: 92.03, offset_x_cm for ac: -51.19
send offset to actuator, count:180, delta_loop_time: 10, offset_y_cm from origin: 92.13, offset_x_cm for ac: -51.17
send offset to actuator, count:180, delta_loop_time: 10, offset_y_cm from origin: 92.23, offset_x_cm for ac: -51.15
send offset to actuator, count:180, delta_loop_time: 10, offset_y_cm from origin: 92.33, offset_x_cm for ac: -51.13
send offset to actuator, count:180, delta_loop_time: 10, offset_y_cm from origin: 92.43, offset_x_cm for ac: -51.11
send offset to actuator, count:180, delta_loop_time: 10, offset_y_cm from origin: 92.53, offset_x_cm for ac: -51.08
send offset to actuator, count:180, delta_loop_time: 10, offset_y_cm from origin: 92.63, offset_x_cm for ac: -51.06
send offset to actuator, count:180, delta_loop_time: 10, offset_y_cm from origin: 92.73, offset_x_cm for ac: -51.04
send offset to actuator, count:180, delta_loop_time: 10, offset_y_cm from origin: 92.83, offset_x_cm for ac: -51.02
send offset to actuator, count:180, delta_loop_time: 10, offset_y_cm from origin: 92.93, offset_x_cm for ac: -51.00
send offset to actuator, count:180, delta_loop_time: 10, offset_y_cm from origin: 93.03, offset_x_cm for ac: -50.98
send offset to actuator, count:180, delta_loop_time: 10, offset_y_cm from origin: 93.13, offset_x_cm for ac: -50.95
send offset to actuator, count:181, delta_loop_time: 11, offset_y_cm from origin: 94.01, offset_x_cm for ac: -50.96
send offset to actuator, count:181, delta_loop_time: 10, offset_y_cm from origin: 94.11, offset_x_cm for ac: -50.94
send offset to actuator, count:181, delta_loop_time: 10, offset_y_cm from origin: 94.21, offset_x_cm for ac: -50.92
send offset to actuator, count:181, delta_loop_time: 10, offset_y_cm from origin: 94.31, offset_x_cm for ac: -50.90
send offset to actuator, count:181, delta_loop_time: 10, offset_y_cm from origin: 94.41, offset_x_cm for ac: -50.88
send offset to actuator, count:181, delta_loop_time: 10, offset_y_cm from origin: 94.51, offset_x_cm for ac: -50.87
send offset to actuator, count:181, delta_loop_time: 10, offset_y_cm from origin: 94.61, offset_x_cm for ac: -50.85
send offset to actuator, count:181, delta_loop_time: 10, offset_y_cm from origin: 94.71, offset_x_cm for ac: -50.83
send offset to actuator, count:181, delta_loop_time: 10, offset_y_cm from origin: 94.81, offset_x_cm for ac: -50.81
send offset to actuator, count:181, delta_loop_time: 10, offset_y_cm from origin: 94.91, offset_x_cm for ac: -50.79
send offset to actuator, count:181, delta_loop_time: 10, offset_y_cm from origin: 95.01, offset_x_cm for ac: -50.78
send offset to actuator, count:181, delta_loop_time: 10, offset_y_cm from origin: 95.11, offset_x_cm for ac: -50.76
send offset to actuator, count:181, delta_loop_time: 10, offset_y_cm from origin: 95.21, offset_x_cm for ac: -50.74
send offset to actuator, count:181, delta_loop_time: 10, offset_y_cm from origin: 95.31, offset_x_cm for ac: -50.72
send offset to actuator, count:182, delta_loop_time: 11, offset_y_cm from origin: 94.99, offset_x_cm for ac: -50.69
send offset to actuator, count:182, delta_loop_time: 10, offset_y_cm from origin: 95.09, offset_x_cm for ac: -50.68
send offset to actuator, count:182, delta_loop_time: 10, offset_y_cm from origin: 95.19, offset_x_cm for ac: -50.67
send offset to actuator, count:182, delta_loop_time: 10, offset_y_cm from origin: 95.29, offset_x_cm for ac: -50.65
send offset to actuator, count:182, delta_loop_time: 10, offset_y_cm from origin: 95.39, offset_x_cm for ac: -50.64
send offset to actuator, count:182, delta_loop_time: 10, offset_y_cm from origin: 95.49, offset_x_cm for ac: -50.62
send offset to actuator, count:182, delta_loop_time: 10, offset_y_cm from origin: 95.59, offset_x_cm for ac: -50.61
send offset to actuator, count:182, delta_loop_time: 10, offset_y_cm from origin: 95.69, offset_x_cm for ac: -50.59
send offset to actuator, count:182, delta_loop_time: 10, offset_y_cm from origin: 95.79, offset_x_cm for ac: -50.58
send offset to actuator, count:182, delta_loop_time: 10, offset_y_cm from origin: 95.89, offset_x_cm for ac: -50.56
send offset to actuator, count:182, delta_loop_time: 10, offset_y_cm from origin: 95.99, offset_x_cm for ac: -50.55
send offset to actuator, count:182, delta_loop_time: 10, offset_y_cm from origin: 96.09, offset_x_cm for ac: -50.54
send offset to actuator, count:182, delta_loop_time: 10, offset_y_cm from origin: 96.19, offset_x_cm for ac: -50.52
send offset to actuator, count:182, delta_loop_time: 10, offset_y_cm from origin: 96.29, offset_x_cm for ac: -50.51
send offset to actuator, count:183, delta_loop_time: 11, offset_y_cm from origin: 93.63, offset_x_cm for ac: -50.42
send offset to actuator, count:183, delta_loop_time: 10, offset_y_cm from origin: 93.73, offset_x_cm for ac: -50.41
send offset to actuator, count:183, delta_loop_time: 10, offset_y_cm from origin: 93.83, offset_x_cm for ac: -50.41
send offset to actuator, count:183, delta_loop_time: 10, offset_y_cm from origin: 93.93, offset_x_cm for ac: -50.40
send offset to actuator, count:183, delta_loop_time: 10, offset_y_cm from origin: 94.03, offset_x_cm for ac: -50.39
send offset to actuator, count:183, delta_loop_time: 10, offset_y_cm from origin: 94.13, offset_x_cm for ac: -50.39
send offset to actuator, count:183, delta_loop_time: 10, offset_y_cm from origin: 94.23, offset_x_cm for ac: -50.38
send offset to actuator, count:183, delta_loop_time: 10, offset_y_cm from origin: 94.33, offset_x_cm for ac: -50.38
send offset to actuator, count:183, delta_loop_time: 10, offset_y_cm from origin: 94.43, offset_x_cm for ac: -50.37
send offset to actuator, count:183, delta_loop_time: 10, offset_y_cm from origin: 94.53, offset_x_cm for ac: -50.36
send offset to actuator, count:183, delta_loop_time: 10, offset_y_cm from origin: 94.63, offset_x_cm for ac: -50.36
send offset to actuator, count:183, delta_loop_time: 10, offset_y_cm from origin: 94.73, offset_x_cm for ac: -50.35
send offset to actuator, count:183, delta_loop_time: 10, offset_y_cm from origin: 94.83, offset_x_cm for ac: -50.35
send offset to actuator, count:183, delta_loop_time: 10, offset_y_cm from origin: 94.93, offset_x_cm for ac: -50.34
send offset to actuator, count:184, delta_loop_time: 11, offset_y_cm from origin: 92.26, offset_x_cm for ac: -50.27
send offset to actuator, count:184, delta_loop_time: 10, offset_y_cm from origin: 92.36, offset_x_cm for ac: -50.27
send offset to actuator, count:184, delta_loop_time: 10, offset_y_cm from origin: 92.46, offset_x_cm for ac: -50.28
send offset to actuator, count:184, delta_loop_time: 10, offset_y_cm from origin: 92.56, offset_x_cm for ac: -50.29
send offset to actuator, count:184, delta_loop_time: 10, offset_y_cm from origin: 92.66, offset_x_cm for ac: -50.30
send offset to actuator, count:184, delta_loop_time: 10, offset_y_cm from origin: 92.76, offset_x_cm for ac: -50.31
send offset to actuator, count:184, delta_loop_time: 10, offset_y_cm from origin: 92.86, offset_x_cm for ac: -50.31
send offset to actuator, count:184, delta_loop_time: 10, offset_y_cm from origin: 92.96, offset_x_cm for ac: -50.32
send offset to actuator, count:184, delta_loop_time: 10, offset_y_cm from origin: 93.06, offset_x_cm for ac: -50.33
send offset to actuator, count:184, delta_loop_time: 10, offset_y_cm from origin: 93.16, offset_x_cm for ac: -50.34
send offset to actuator, count:184, delta_loop_time: 10, offset_y_cm from origin: 93.26, offset_x_cm for ac: -50.34
send offset to actuator, count:184, delta_loop_time: 10, offset_y_cm from origin: 93.36, offset_x_cm for ac: -50.35
send offset to actuator, count:184, delta_loop_time: 10, offset_y_cm from origin: 93.46, offset_x_cm for ac: -50.36
send offset to actuator, count:184, delta_loop_time: 10, offset_y_cm from origin: 93.56, offset_x_cm for ac: -50.37
send offset to actuator, count:185, delta_loop_time: 11, offset_y_cm from origin: 92.05, offset_x_cm for ac: -50.34
send offset to actuator, count:185, delta_loop_time: 10, offset_y_cm from origin: 92.15, offset_x_cm for ac: -50.35
send offset to actuator, count:185, delta_loop_time: 10, offset_y_cm from origin: 92.25, offset_x_cm for ac: -50.37
send offset to actuator, count:185, delta_loop_time: 10, offset_y_cm from origin: 92.35, offset_x_cm for ac: -50.38
send offset to actuator, count:185, delta_loop_time: 10, offset_y_cm from origin: 92.45, offset_x_cm for ac: -50.40
send offset to actuator, count:185, delta_loop_time: 10, offset_y_cm from origin: 92.55, offset_x_cm for ac: -50.42
send offset to actuator, count:185, delta_loop_time: 10, offset_y_cm from origin: 92.65, offset_x_cm for ac: -50.43
send offset to actuator, count:185, delta_loop_time: 10, offset_y_cm from origin: 92.75, offset_x_cm for ac: -50.45
send offset to actuator, count:185, delta_loop_time: 10, offset_y_cm from origin: 92.85, offset_x_cm for ac: -50.46
send offset to actuator, count:185, delta_loop_time: 10, offset_y_cm from origin: 92.95, offset_x_cm for ac: -50.48
send offset to actuator, count:185, delta_loop_time: 10, offset_y_cm from origin: 93.05, offset_x_cm for ac: -50.50
send offset to actuator, count:185, delta_loop_time: 10, offset_y_cm from origin: 93.15, offset_x_cm for ac: -50.51
send offset to actuator, count:185, delta_loop_time: 10, offset_y_cm from origin: 93.25, offset_x_cm for ac: -50.53
send offset to actuator, count:185, delta_loop_time: 10, offset_y_cm from origin: 93.35, offset_x_cm for ac: -50.54
send offset to actuator, count:186, delta_loop_time: 11, offset_y_cm from origin: 90.10, offset_x_cm for ac: -50.47
send offset to actuator, count:186, delta_loop_time: 10, offset_y_cm from origin: 90.20, offset_x_cm for ac: -50.49
send offset to actuator, count:186, delta_loop_time: 10, offset_y_cm from origin: 90.30, offset_x_cm for ac: -50.51
send offset to actuator, count:186, delta_loop_time: 10, offset_y_cm from origin: 90.40, offset_x_cm for ac: -50.54
send offset to actuator, count:186, delta_loop_time: 10, offset_y_cm from origin: 90.50, offset_x_cm for ac: -50.56
send offset to actuator, count:186, delta_loop_time: 10, offset_y_cm from origin: 90.60, offset_x_cm for ac: -50.58
send offset to actuator, count:186, delta_loop_time: 10, offset_y_cm from origin: 90.70, offset_x_cm for ac: -50.60
send offset to actuator, count:186, delta_loop_time: 10, offset_y_cm from origin: 90.80, offset_x_cm for ac: -50.63
send offset to actuator, count:186, delta_loop_time: 10, offset_y_cm from origin: 90.90, offset_x_cm for ac: -50.65
send offset to actuator, count:186, delta_loop_time: 10, offset_y_cm from origin: 91.00, offset_x_cm for ac: -50.67
send offset to actuator, count:186, delta_loop_time: 10, offset_y_cm from origin: 91.10, offset_x_cm for ac: -50.69
send offset to actuator, count:186, delta_loop_time: 10, offset_y_cm from origin: 91.20, offset_x_cm for ac: -50.72
send offset to actuator, count:186, delta_loop_time: 10, offset_y_cm from origin: 91.30, offset_x_cm for ac: -50.74
send offset to actuator, count:186, delta_loop_time: 10, offset_y_cm from origin: 91.40, offset_x_cm for ac: -50.76
send offset to actuator, count:187, delta_loop_time: 11, offset_y_cm from origin: 93.94, offset_x_cm for ac: -50.86
send offset to actuator, count:187, delta_loop_time: 10, offset_y_cm from origin: 94.04, offset_x_cm for ac: -50.89
send offset to actuator, count:187, delta_loop_time: 10, offset_y_cm from origin: 94.14, offset_x_cm for ac: -50.92
send offset to actuator, count:187, delta_loop_time: 10, offset_y_cm from origin: 94.24, offset_x_cm for ac: -50.94
send offset to actuator, count:187, delta_loop_time: 10, offset_y_cm from origin: 94.34, offset_x_cm for ac: -50.97
send offset to actuator, count:187, delta_loop_time: 10, offset_y_cm from origin: 94.44, offset_x_cm for ac: -51.00
send offset to actuator, count:187, delta_loop_time: 10, offset_y_cm from origin: 94.54, offset_x_cm for ac: -51.02
send offset to actuator, count:187, delta_loop_time: 10, offset_y_cm from origin: 94.64, offset_x_cm for ac: -51.05
send offset to actuator, count:187, delta_loop_time: 10, offset_y_cm from origin: 94.74, offset_x_cm for ac: -51.08
send offset to actuator, count:187, delta_loop_time: 10, offset_y_cm from origin: 94.84, offset_x_cm for ac: -51.10
send offset to actuator, count:187, delta_loop_time: 10, offset_y_cm from origin: 94.94, offset_x_cm for ac: -51.13
send offset to actuator, count:187, delta_loop_time: 10, offset_y_cm from origin: 95.04, offset_x_cm for ac: -51.16
send offset to actuator, count:187, delta_loop_time: 10, offset_y_cm from origin: 95.14, offset_x_cm for ac: -51.18
send offset to actuator, count:187, delta_loop_time: 10, offset_y_cm from origin: 95.24, offset_x_cm for ac: -51.21
send offset to actuator, count:188, delta_loop_time: 11, offset_y_cm from origin: 91.97, offset_x_cm for ac: -51.15
send offset to actuator, count:188, delta_loop_time: 10, offset_y_cm from origin: 92.07, offset_x_cm for ac: -51.18
send offset to actuator, count:188, delta_loop_time: 10, offset_y_cm from origin: 92.17, offset_x_cm for ac: -51.20
send offset to actuator, count:188, delta_loop_time: 10, offset_y_cm from origin: 92.27, offset_x_cm for ac: -51.23
send offset to actuator, count:188, delta_loop_time: 10, offset_y_cm from origin: 92.37, offset_x_cm for ac: -51.26
send offset to actuator, count:188, delta_loop_time: 10, offset_y_cm from origin: 92.47, offset_x_cm for ac: -51.29
send offset to actuator, count:188, delta_loop_time: 10, offset_y_cm from origin: 92.57, offset_x_cm for ac: -51.32
send offset to actuator, count:188, delta_loop_time: 10, offset_y_cm from origin: 92.67, offset_x_cm for ac: -51.35
send offset to actuator, count:188, delta_loop_time: 10, offset_y_cm from origin: 92.77, offset_x_cm for ac: -51.38
send offset to actuator, count:188, delta_loop_time: 10, offset_y_cm from origin: 92.87, offset_x_cm for ac: -51.41
send offset to actuator, count:188, delta_loop_time: 10, offset_y_cm from origin: 92.97, offset_x_cm for ac: -51.44
send offset to actuator, count:188, delta_loop_time: 10, offset_y_cm from origin: 93.07, offset_x_cm for ac: -51.47
send offset to actuator, count:188, delta_loop_time: 10, offset_y_cm from origin: 93.17, offset_x_cm for ac: -51.50
send offset to actuator, count:188, delta_loop_time: 10, offset_y_cm from origin: 93.27, offset_x_cm for ac: -51.53
send offset to actuator, count:189, delta_loop_time: 11, offset_y_cm from origin: 91.73, offset_x_cm for ac: -51.51
send offset to actuator, count:189, delta_loop_time: 10, offset_y_cm from origin: 91.83, offset_x_cm for ac: -51.54
send offset to actuator, count:189, delta_loop_time: 10, offset_y_cm from origin: 91.93, offset_x_cm for ac: -51.56
send offset to actuator, count:189, delta_loop_time: 10, offset_y_cm from origin: 92.03, offset_x_cm for ac: -51.59
send offset to actuator, count:189, delta_loop_time: 10, offset_y_cm from origin: 92.13, offset_x_cm for ac: -51.62
send offset to actuator, count:189, delta_loop_time: 10, offset_y_cm from origin: 92.23, offset_x_cm for ac: -51.65
send offset to actuator, count:189, delta_loop_time: 10, offset_y_cm from origin: 92.33, offset_x_cm for ac: -51.67
send offset to actuator, count:189, delta_loop_time: 10, offset_y_cm from origin: 92.43, offset_x_cm for ac: -51.70
send offset to actuator, count:189, delta_loop_time: 10, offset_y_cm from origin: 92.53, offset_x_cm for ac: -51.73
send offset to actuator, count:189, delta_loop_time: 10, offset_y_cm from origin: 92.63, offset_x_cm for ac: -51.75
send offset to actuator, count:189, delta_loop_time: 10, offset_y_cm from origin: 92.73, offset_x_cm for ac: -51.78
send offset to actuator, count:189, delta_loop_time: 10, offset_y_cm from origin: 92.83, offset_x_cm for ac: -51.81
send offset to actuator, count:189, delta_loop_time: 10, offset_y_cm from origin: 92.93, offset_x_cm for ac: -51.83
send offset to actuator, count:189, delta_loop_time: 10, offset_y_cm from origin: 93.03, offset_x_cm for ac: -51.86
send offset to actuator, count:190, delta_loop_time: 11, offset_y_cm from origin: 89.76, offset_x_cm for ac: -51.80
send offset to actuator, count:190, delta_loop_time: 10, offset_y_cm from origin: 89.86, offset_x_cm for ac: -51.82
send offset to actuator, count:190, delta_loop_time: 10, offset_y_cm from origin: 89.96, offset_x_cm for ac: -51.85
send offset to actuator, count:190, delta_loop_time: 10, offset_y_cm from origin: 90.06, offset_x_cm for ac: -51.88
send offset to actuator, count:190, delta_loop_time: 10, offset_y_cm from origin: 90.16, offset_x_cm for ac: -51.91
send offset to actuator, count:190, delta_loop_time: 10, offset_y_cm from origin: 90.26, offset_x_cm for ac: -51.94
send offset to actuator, count:190, delta_loop_time: 10, offset_y_cm from origin: 90.36, offset_x_cm for ac: -51.97
send offset to actuator, count:190, delta_loop_time: 10, offset_y_cm from origin: 90.46, offset_x_cm for ac: -52.00
send offset to actuator, count:190, delta_loop_time: 10, offset_y_cm from origin: 90.56, offset_x_cm for ac: -52.02
send offset to actuator, count:190, delta_loop_time: 10, offset_y_cm from origin: 90.66, offset_x_cm for ac: -52.05
send offset to actuator, count:190, delta_loop_time: 10, offset_y_cm from origin: 90.76, offset_x_cm for ac: -52.08
send offset to actuator, count:190, delta_loop_time: 10, offset_y_cm from origin: 90.86, offset_x_cm for ac: -52.11
send offset to actuator, count:190, delta_loop_time: 10, offset_y_cm from origin: 90.96, offset_x_cm for ac: -52.14
send offset to actuator, count:190, delta_loop_time: 10, offset_y_cm from origin: 91.06, offset_x_cm for ac: -52.16
send offset to actuator, count:191, delta_loop_time: 11, offset_y_cm from origin: 91.80, offset_x_cm for ac: -52.21
send offset to actuator, count:191, delta_loop_time: 10, offset_y_cm from origin: 91.90, offset_x_cm for ac: -52.24
send offset to actuator, count:191, delta_loop_time: 10, offset_y_cm from origin: 92.00, offset_x_cm for ac: -52.26
send offset to actuator, count:191, delta_loop_time: 10, offset_y_cm from origin: 92.10, offset_x_cm for ac: -52.29
send offset to actuator, count:191, delta_loop_time: 10, offset_y_cm from origin: 92.20, offset_x_cm for ac: -52.31
send offset to actuator, count:191, delta_loop_time: 10, offset_y_cm from origin: 92.30, offset_x_cm for ac: -52.34
send offset to actuator, count:191, delta_loop_time: 10, offset_y_cm from origin: 92.40, offset_x_cm for ac: -52.37
send offset to actuator, count:191, delta_loop_time: 10, offset_y_cm from origin: 92.50, offset_x_cm for ac: -52.39
send offset to actuator, count:191, delta_loop_time: 10, offset_y_cm from origin: 92.60, offset_x_cm for ac: -52.42
send offset to actuator, count:191, delta_loop_time: 10, offset_y_cm from origin: 92.70, offset_x_cm for ac: -52.44
send offset to actuator, count:191, delta_loop_time: 10, offset_y_cm from origin: 92.80, offset_x_cm for ac: -52.47
send offset to actuator, count:191, delta_loop_time: 10, offset_y_cm from origin: 92.90, offset_x_cm for ac: -52.49
send offset to actuator, count:191, delta_loop_time: 10, offset_y_cm from origin: 93.00, offset_x_cm for ac: -52.52
send offset to actuator, count:191, delta_loop_time: 10, offset_y_cm from origin: 93.10, offset_x_cm for ac: -52.54
send offset to actuator, count:192, delta_loop_time: 11, offset_y_cm from origin: 92.68, offset_x_cm for ac: -52.56
send offset to actuator, count:192, delta_loop_time: 10, offset_y_cm from origin: 92.78, offset_x_cm for ac: -52.59
send offset to actuator, count:192, delta_loop_time: 10, offset_y_cm from origin: 92.88, offset_x_cm for ac: -52.61
send offset to actuator, count:192, delta_loop_time: 10, offset_y_cm from origin: 92.98, offset_x_cm for ac: -52.64
send offset to actuator, count:192, delta_loop_time: 10, offset_y_cm from origin: 93.08, offset_x_cm for ac: -52.67
send offset to actuator, count:192, delta_loop_time: 10, offset_y_cm from origin: 93.18, offset_x_cm for ac: -52.69
send offset to actuator, count:192, delta_loop_time: 10, offset_y_cm from origin: 93.28, offset_x_cm for ac: -52.72
send offset to actuator, count:192, delta_loop_time: 10, offset_y_cm from origin: 93.38, offset_x_cm for ac: -52.75
send offset to actuator, count:192, delta_loop_time: 10, offset_y_cm from origin: 93.48, offset_x_cm for ac: -52.77
send offset to actuator, count:192, delta_loop_time: 10, offset_y_cm from origin: 93.58, offset_x_cm for ac: -52.80
send offset to actuator, count:192, delta_loop_time: 10, offset_y_cm from origin: 93.68, offset_x_cm for ac: -52.83
send offset to actuator, count:192, delta_loop_time: 10, offset_y_cm from origin: 93.78, offset_x_cm for ac: -52.85
send offset to actuator, count:192, delta_loop_time: 10, offset_y_cm from origin: 93.88, offset_x_cm for ac: -52.88
send offset to actuator, count:192, delta_loop_time: 10, offset_y_cm from origin: 93.98, offset_x_cm for ac: -52.91
send offset to actuator, count:193, delta_loop_time: 11, offset_y_cm from origin: 92.41, offset_x_cm for ac: -52.90
send offset to actuator, count:193, delta_loop_time: 10, offset_y_cm from origin: 92.51, offset_x_cm for ac: -52.93
